Wall time,Step,Value
1697738915.9331117,0,0.611690104007721
1697739136.4854565,1,0.6279789209365845
1697739357.0996375,2,0.6302276253700256
1697739577.7966208,3,0.6339890360832214
1697739798.3548062,4,0.6308061480522156
1697740018.9202623,5,0.6311512589454651
1697740239.3909583,6,0.6321837902069092
1697740459.9989889,7,0.6357558369636536
1697740680.3700795,8,0.6338714957237244
1697740900.5735826,9,0.6320263147354126
1697741121.7921646,10,0.6353057622909546
1697741342.3226836,11,0.624994158744812
1697741562.330481,12,0.634202241897583
1697741782.7152789,13,0.6334928274154663
1697742002.980754,14,0.6356172561645508
1697742223.6518955,15,0.636444628238678
1697742443.954756,16,0.6319200992584229
1697742664.5370104,17,0.6349366307258606
1697742885.3918717,18,0.6394504308700562
1697743105.9897134,19,0.6346221566200256
1697743326.9399533,20,0.6353881359100342
1697743547.4446895,21,0.6376767158508301
1697743767.8718975,22,0.6369155049324036
1697743988.6064303,23,0.636074960231781
1697744208.9681773,24,0.6362318992614746
1697744429.769369,25,0.63640958070755
1697744650.2695522,26,0.636948823928833
1697744871.1734369,27,0.6380617022514343
1697745091.962916,28,0.6358302235603333
1697745312.6197805,29,0.6371549367904663
1697745533.9165854,30,0.6361868977546692
1697745754.5111492,31,0.637144148349762
1697745975.2601585,32,0.6389665603637695
1697746196.192987,33,0.6367769837379456
1697746416.9907296,34,0.6390843987464905
1697746637.3944125,35,0.6398048996925354
1697746858.5774477,36,0.6374844312667847
1697747079.5888073,37,0.6382426023483276
1697747300.062594,38,0.6350526809692383
1697747520.833472,39,0.6345136761665344
1697747740.797722,40,0.6360966563224792
1697747961.0397744,41,0.6350376605987549
1697748181.2189898,42,0.6467239856719971
1697748400.9931328,43,0.6368217468261719
1697748621.011828,44,0.6389535665512085
1697748840.625518,45,0.6311385035514832
1697749060.4383144,46,0.6372187733650208
1697749280.0617208,47,0.6388109922409058
1697749500.271816,48,0.6393817067146301
1697749720.2938073,49,0.63665372133255
1697749940.221449,50,0.6375824809074402
1697750160.4381118,51,0.6373474597930908
1697750380.8082883,52,0.6409744620323181
1697750600.690878,53,0.6411029100418091
1697750820.6297774,54,0.636899471282959
1697751040.2719433,55,0.6363688707351685
1697751260.2366989,56,0.635856568813324
1697751480.2306032,57,0.639851450920105
1697751699.8711274,58,0.6383930444717407
1697751919.5097475,59,0.6371892094612122
1697752139.883277,60,0.6376699209213257
1697752359.8478658,61,0.6409144401550293
1697752579.646517,62,0.6407006978988647
1697752799.7734237,63,0.6386142373085022
1697753019.5794678,64,0.6389334797859192
1697753239.4442825,65,0.6397243738174438
1697753459.502405,66,0.6385838985443115
1697753680.092161,67,0.6392881274223328
1697753899.7611098,68,0.6363998651504517
1697754119.3779943,69,0.638436496257782
1697754339.8878539,70,0.6389188170433044
1697754560.1165295,71,0.6389572620391846
1697754780.1815658,72,0.6356809735298157
1697755000.8098142,73,0.6397783756256104
1697755220.6626246,74,0.6394071578979492
1697755440.683087,75,0.6404482126235962
1697755660.5060828,76,0.6383890509605408
1697755880.7351205,77,0.641257643699646
1697756100.5020225,78,0.6395725607872009
1697756320.404823,79,0.6405766606330872
1697756540.5449522,80,0.6406006217002869
1697756761.112694,81,0.6391502618789673
1697756981.3137405,82,0.6409528851509094
1697757201.3189151,83,0.6377970576286316
1697757421.5251973,84,0.6391635537147522
1697757641.298342,85,0.6398462653160095
1697757861.3140256,86,0.6392581462860107
1697758081.094396,87,0.6399270296096802
1697758300.943521,88,0.6393324136734009
1697758521.118467,89,0.6382574439048767
1697758741.772358,90,0.6409371495246887
1697758961.5910728,91,0.6394059658050537
1697759182.3192692,92,0.6407561302185059
1697759402.3009782,93,0.639499306678772
1697759622.732284,94,0.6395604014396667
1697759842.6443565,95,0.6403742432594299
1697760062.5988054,96,0.6399651765823364
1697760282.6451926,97,0.6400412321090698
1697760502.6774964,98,0.638383150100708
1697760722.4571934,99,0.6424531936645508
1697760942.5585523,100,0.6392662525177002
1697761162.7967005,101,0.6401594281196594
1697761382.7554882,102,0.6389715075492859
1697761602.834652,103,0.6388936042785645
1697761823.5983083,104,0.6408224701881409
1697762043.670252,105,0.6399684548377991
1697762263.7882478,106,0.6410028338432312
1697762484.2340503,107,0.642186164855957
1697762704.321759,108,0.639202356338501
1697762924.4776757,109,0.6414399743080139
1697763145.1892354,110,0.6412731409072876
1697763364.9340389,111,0.6400205492973328
1697763584.8067062,112,0.6399122476577759
1697763805.0946202,113,0.6376765966415405
1697764025.091784,114,0.6402222514152527
1697764244.9129167,115,0.6378627419471741
1697764464.9761164,116,0.6389623880386353
1697764684.3777485,117,0.6392906904220581
1697764903.8837583,118,0.6403180956840515
1697765123.6062102,119,0.6401051878929138
1697765343.374757,120,0.6406009197235107
1697765563.3824172,121,0.6407498717308044
1697765783.282817,122,0.6399251818656921
1697766003.570976,123,0.6394375562667847
1697766223.4407308,124,0.641685426235199
1697766443.174436,125,0.6405767202377319
1697766663.749627,126,0.6398440599441528
1697766883.5655637,127,0.6393654346466064
1697767103.6956763,128,0.6412853598594666
1697767324.2488663,129,0.6388204097747803
1697767544.2893808,130,0.6375327110290527
1697767763.8213515,131,0.6431217193603516
1697767984.0429626,132,0.6392277479171753
1697768204.559878,133,0.6408306360244751
1697768424.4186268,134,0.6425198316574097
1697768644.7568295,135,0.6405684947967529
1697768864.5559726,136,0.6437000036239624
1697769084.5820334,137,0.6398576498031616
1697769304.689826,138,0.64243483543396
1697769524.4305906,139,0.641871988773346
1697769744.0358853,140,0.6385839581489563
1697769964.1593583,141,0.6415811777114868
1697770184.5659144,142,0.6392121911048889
1697770404.4455063,143,0.6426534652709961
1697770624.7210126,144,0.6420426964759827
1697770844.470044,145,0.6395810842514038
1697771064.2274976,146,0.6423822045326233
1697771284.8891985,147,0.6419698596000671
1697771504.604673,148,0.6403600573539734
1697771724.5500531,149,0.6421547532081604
1697771944.641412,150,0.6393794417381287
1697772165.055058,151,0.6410523653030396
1697772384.943524,152,0.6399507522583008
1697772604.9592922,153,0.640287458896637
1697772824.9632838,154,0.640633225440979
1697773044.753899,155,0.6429322361946106
1697773265.2107265,156,0.6409255266189575
1697773485.1393561,157,0.6433759927749634
1697773705.2507951,158,0.6424961686134338
1697773925.5688999,159,0.6429842114448547
1697774145.6859493,160,0.6406937837600708
1697774365.233903,161,0.6408209204673767
1697774584.9384844,162,0.6403103470802307
1697774804.9658666,163,0.642167866230011
1697775024.790478,164,0.6420363783836365
1697775244.6976602,165,0.6408497095108032
1697775465.0080235,166,0.6430025696754456
1697775685.6563025,167,0.6410504579544067
1697775905.7018273,168,0.6424945592880249
1697776125.881406,169,0.6402484774589539
1697776345.9609582,170,0.6394193768501282
1697776565.9331424,171,0.6417502760887146
1697776785.8085,172,0.6400873064994812
1697777006.0430508,173,0.6420459747314453
1697777226.081327,174,0.6402732729911804
1697777446.246533,175,0.6376798748970032
1697777666.4673707,176,0.6407639980316162
1697777886.2708898,177,0.6409090757369995
1697778106.2148447,178,0.6407623887062073
1697778326.574215,179,0.6414412260055542
1697778546.4618597,180,0.6423819065093994
1697778766.5437844,181,0.6442344188690186
1697778987.0714104,182,0.6418864727020264
1697779206.9280727,183,0.6384391188621521
1697779426.5217984,184,0.6400656700134277
1697779646.952321,185,0.6419623494148254
1697779866.5386155,186,0.6413582563400269
1697780086.4076774,187,0.6438096165657043
1697780306.8754237,188,0.6398685574531555
1697780526.602962,189,0.6409136652946472
1697780746.5739906,190,0.6435103416442871
1697780966.6310184,191,0.6404981017112732
1697781186.181731,192,0.6398173570632935
1697781405.8899746,193,0.6396783590316772
1697781625.7697608,194,0.6406136751174927
1697781845.4680386,195,0.6418314576148987
1697782065.5078523,196,0.6404094696044922
1697782286.0434914,197,0.6412965059280396
1697782505.9896562,198,0.6426689028739929
1697782725.861438,199,0.6420820355415344
1697782945.631758,200,0.6428132057189941
1697783165.3821514,201,0.640123724937439
1697783384.941311,202,0.6432331204414368
1697783605.5772543,203,0.640838623046875
1697783825.1747792,204,0.6393381953239441
1697784044.9132035,205,0.6403851509094238
1697784265.4566987,206,0.641243577003479
1697784485.2456405,207,0.6402218341827393
1697784705.0617547,208,0.6427614688873291
1697784925.3140326,209,0.6406381726264954
1697785145.6527052,210,0.6412487030029297
1697785365.602076,211,0.6394551396369934
1697785585.9463127,212,0.6427412033081055
1697785806.4085991,213,0.6410542130470276
1697786026.0789945,214,0.6439098119735718
1697786245.8969362,215,0.6403095722198486
1697786465.5766487,216,0.6410534977912903
1697786685.2187266,217,0.6397106051445007
1697786904.7890472,218,0.6413715481758118
1697787125.0077147,219,0.6403184533119202
1697787344.659662,220,0.6395596861839294
1697787564.5914009,221,0.6420159339904785
1697787784.207605,222,0.6411415338516235
1697788004.1271288,223,0.6393755674362183
1697788223.9924183,224,0.6394615769386292
1697788444.0941727,225,0.6410285234451294
1697788664.2525172,226,0.6394224762916565
1697788883.7305968,227,0.6449176073074341
1697789104.4129686,228,0.6434799432754517
1697789324.1299381,229,0.6411082148551941
1697789543.77117,230,0.6397788524627686
1697789764.060455,231,0.6401468515396118
1697789984.0468936,232,0.6425476670265198
1697790203.9992723,233,0.6407512426376343
1697790424.3459203,234,0.6409751176834106
1697790643.9939816,235,0.639710545539856
1697790863.5803773,236,0.6426718235015869
1697791083.943546,237,0.6401048302650452
1697791304.8939376,238,0.6408451795578003
1697791524.986995,239,0.6420753002166748
1697791746.270573,240,0.6399219036102295
1697791966.8667064,241,0.6413553953170776
1697792186.9461606,242,0.6418248414993286
1697792407.3480394,243,0.642719030380249
1697792627.2022817,244,0.6408771872520447
1697792847.03059,245,0.6429486274719238
1697793067.3521914,246,0.6405474543571472
1697793287.355149,247,0.6411812901496887
1697793507.3930483,248,0.641755223274231
1697793727.5870295,249,0.6403844952583313
1697793947.4962738,250,0.6388164758682251
1697794167.4250226,251,0.6422006487846375
1697794387.2498665,252,0.6416075825691223
1697794607.1291366,253,0.6418989300727844
1697794827.2543454,254,0.6436556577682495
1697795047.8110147,255,0.6417070031166077
1697795274.0092769,256,0.6412636637687683
1697795496.535423,257,0.6411689519882202
1697795718.9612262,258,0.6420040130615234
1697795941.480893,259,0.6413599848747253
1697796163.879889,260,0.6417896151542664
1697796386.0621974,261,0.6425726413726807
1697796608.7771363,262,0.6401558518409729
1697796831.8271217,263,0.6426911950111389
1697797053.9904034,264,0.6412372589111328
1697797276.9459357,265,0.6419151425361633
1697797499.3935409,266,0.6420397758483887
1697797721.9924247,267,0.640299916267395
1697797944.7976897,268,0.6414126753807068
1697798168.2640734,269,0.6436551809310913
1697798390.9699569,270,0.6418474316596985
1697798613.692881,271,0.6424160003662109
1697798836.5051026,272,0.6410699486732483
1697799059.1617334,273,0.6417760848999023
1697799281.7922935,274,0.6408851146697998
1697799504.87499,275,0.6405311226844788
1697799727.842586,276,0.6421040892601013
1697799950.2847393,277,0.6425701975822449
1697800173.5565186,278,0.641355574131012
1697800396.1193771,279,0.6414247751235962
1697800618.3120632,280,0.642262876033783
1697800841.016581,281,0.6424662470817566
1697801063.5156615,282,0.6429200768470764
1697801285.9048188,283,0.642478883266449
1697801508.978998,284,0.6425318717956543
1697801731.4009206,285,0.6425983905792236
1697801954.5665538,286,0.6421434879302979
1697802177.927921,287,0.6444526314735413
1697802401.4348207,288,0.640579879283905
1697802624.8114765,289,0.6414738297462463
1697802848.9112277,290,0.641211748123169
1697803072.202799,291,0.6425063014030457
1697803295.3991709,292,0.6414097547531128
1697803519.33114,293,0.6413469910621643
1697803742.9012976,294,0.6437397599220276
1697803966.3914285,295,0.6428136825561523
1697804190.2022796,296,0.6412725448608398
1697804414.6501286,297,0.6392468810081482
1697804639.9660342,298,0.6405576467514038
1697804864.2324104,299,0.6412188410758972
1697805087.848859,300,0.6406306624412537
1697805311.4546604,301,0.6426021456718445
1697805535.795343,302,0.6418458819389343
1697805759.5374908,303,0.6419548392295837
1697805983.2988398,304,0.6437135338783264
1697806207.0287058,305,0.6405319571495056
1697806430.8626454,306,0.6407991647720337
1697806654.3539867,307,0.640833854675293
1697806878.3895638,308,0.643679678440094
1697807102.2500234,309,0.6432463526725769
1697807325.70191,310,0.6419957876205444
1697807549.1212552,311,0.6431891918182373
1697807772.5012457,312,0.6414920091629028
1697807995.8273878,313,0.6426160931587219
1697808219.293137,314,0.6428113579750061
1697808443.096582,315,0.6412997245788574
1697808666.4446793,316,0.6403939127922058
1697808889.7658496,317,0.640072762966156
1697809113.7582374,318,0.6413938999176025
1697809337.2269492,319,0.6415407061576843
1697809560.7532096,320,0.6394723057746887
1697809784.645948,321,0.6429116725921631
1697810008.1437252,322,0.6415656805038452
1697810231.7431154,323,0.6416751146316528
1697810456.2651787,324,0.6416336297988892
1697810679.9209394,325,0.642173171043396
1697810903.4419997,326,0.6431834697723389
1697811127.49235,327,0.6418650150299072
1697811351.0993967,328,0.6434187889099121
1697811575.1380126,329,0.6411998867988586
1697811798.5784338,330,0.6417071223258972
1697812022.1618693,331,0.640750527381897
1697812245.5329506,332,0.640133798122406
1697812469.0612476,333,0.6416940689086914
1697812692.4741383,334,0.6418519616127014
1697812915.9863327,335,0.6413747668266296
1697813140.300856,336,0.6419723033905029
1697813364.1143792,337,0.6434999704360962
1697813587.6994755,338,0.6425496935844421
1697813811.9612656,339,0.6406651735305786
1697814035.6497371,340,0.6409264802932739
1697814259.1452167,341,0.6433466672897339
1697814482.2527208,342,0.6416289806365967
1697814704.7367857,343,0.6415498852729797
1697814927.3269644,344,0.6451775431632996
1697815149.9521906,345,0.6421190500259399
1697815372.4129994,346,0.6422179341316223
1697815594.7957268,347,0.6432418823242188
1697815817.409456,348,0.6429769992828369
1697816040.1767554,349,0.6424879431724548
1697816262.7992618,350,0.6420732736587524
1697816485.7069204,351,0.6422736644744873
1697816708.6347582,352,0.6421254277229309
1697816931.324752,353,0.6428879499435425
1697817154.0415537,354,0.6417339444160461
1697817376.813015,355,0.641476571559906
1697817599.2674818,356,0.6425995230674744
1697817822.007848,357,0.6407248377799988
1697818044.6694336,358,0.6419246792793274
1697818267.8269064,359,0.6430526971817017
1697818490.418185,360,0.6423106789588928
1697818713.589884,361,0.6417043805122375
1697818936.2350185,362,0.642046332359314
1697819158.7858372,363,0.6419699192047119
1697819381.2641156,364,0.6441370844841003
1697819603.7769334,365,0.6418907642364502
1697819826.28177,366,0.6419646143913269
1697820048.6089108,367,0.6417878866195679
1697820271.447058,368,0.6407968997955322
1697820493.9560142,369,0.642092227935791
1697820716.1793313,370,0.6416348814964294
1697820938.9807127,371,0.6425482034683228
1697821161.6057694,372,0.6418350338935852
1697821384.0046694,373,0.6416781544685364
1697821607.217028,374,0.6425966024398804
1697821829.7197611,375,0.6417025923728943
1697822052.1455119,376,0.6409944295883179
1697822274.795646,377,0.6410028338432312
1697822497.2524056,378,0.6419407725334167
1697822719.46161,379,0.6415714621543884
1697822942.237178,380,0.6408786773681641
1697823165.148021,381,0.642888605594635
1697823388.1129746,382,0.6418037414550781
1697823610.7140205,383,0.6422852873802185
1697823832.9181037,384,0.6418108344078064
1697824055.3936281,385,0.643735408782959
1697824278.144763,386,0.6415733098983765
1697824500.6248097,387,0.6420204639434814
1697824722.7880182,388,0.6396104693412781
1697824945.5640097,389,0.6427766680717468
1697825168.179065,390,0.6423918008804321
1697825390.6607537,391,0.6424020528793335
1697825613.453369,392,0.6422004103660583
1697825835.7834363,393,0.6433614492416382
1697826058.0871296,394,0.6410109400749207
1697826280.5917995,395,0.6417956352233887
1697826503.0229802,396,0.6408233046531677
1697826725.3705316,397,0.6412625908851624
1697826948.1705394,398,0.642081081867218
1697827170.4429557,399,0.6427574753761292
1697827392.8340852,400,0.6420708298683167
1697827615.5190833,401,0.6426010131835938
1697827838.6121573,402,0.6416454911231995
1697828061.212404,403,0.6406733393669128
1697828283.8138025,404,0.6432434916496277
1697828506.3728662,405,0.6424798965454102
1697828728.8589382,406,0.6419095993041992
1697828951.0985255,407,0.6422984004020691
1697829173.713655,408,0.6418966054916382
1697829396.590223,409,0.6417598724365234
1697829618.9122105,410,0.64228755235672
1697829841.5850277,411,0.6433941125869751
1697830064.073602,412,0.641527533531189
1697830286.6478205,413,0.6411569118499756
1697830509.3436098,414,0.6412115693092346
1697830731.7158067,415,0.6421236991882324
1697830954.1181986,416,0.6422654986381531
1697831176.9231086,417,0.6423470973968506
1697831399.6280005,418,0.6416234970092773
1697831622.1915112,419,0.6422942876815796
1697831845.1508834,420,0.6419682502746582
1697832067.5490124,421,0.6412384510040283
1697832289.8921542,422,0.6424859166145325
1697832512.6406624,423,0.6416138410568237
1697832735.1931112,424,0.6419553756713867
1697832957.7275748,425,0.6421311497688293
1697833180.5553994,426,0.6417838335037231
1697833402.8524158,427,0.6429659724235535
1697833625.0846858,428,0.6434871554374695
1697833847.6721554,429,0.6426827311515808
1697834069.8975797,430,0.6425166726112366
1697834292.3144283,431,0.6429639458656311
1697834514.9878976,432,0.642227292060852
1697834737.3575299,433,0.6428709626197815
1697834959.678641,434,0.6411067247390747
1697835182.663445,435,0.642851710319519
1697835405.3696783,436,0.6418735980987549
1697835627.8491662,437,0.6421557068824768
1697835850.5185127,438,0.642565906047821
1697836073.3761404,439,0.642092764377594
1697836296.5961075,440,0.6413464546203613
1697836519.8640347,441,0.6423497796058655
1697836742.8993418,442,0.6417761445045471
1697836965.2812057,443,0.6412580609321594
1697837188.2449536,444,0.6424156427383423
1697837410.5492733,445,0.643287181854248
1697837633.0989382,446,0.6418942809104919
1697837856.1437025,447,0.6428363919258118
1697838078.7511206,448,0.642816424369812
1697838301.2301934,449,0.6421579122543335
1697838523.8769252,450,0.642230212688446
1697838746.6878254,451,0.6423084139823914
1697838969.0800903,452,0.6433608531951904
1697839191.4633424,453,0.6418101191520691
1697839414.4384499,454,0.641843318939209
1697839636.5825915,455,0.6427859663963318
1697839859.1012278,456,0.6421744227409363
1697840081.7996073,457,0.6424128413200378
1697840304.185372,458,0.6431060433387756
1697840526.468493,459,0.6417124271392822
